# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167558,     72093,     72244,    167313,    167082
    167528,     72058,     72173,    167284,    167011
    167535,     72070,     72210,    167290,    167048
    167493,     72027,     72161,    167248,    166999
    167528,     72059,     72238,    167284,    167076
    167532,     72064,     72207,    167287,    167045
    167527,     72064,     72198,    167283,    167036
    167531,     72062,     72207,    167287,    167045
    167531,     72068,     72203,    167287,    167041
    167541,     72074,     72213,    167296,    167051
    167504,     72041,     72166,    167259,    167004
    167540,     72076,     72239,    167296,    167077
    167517,     72052,     72180,    167272,    167018
    167548,     72077,     72234,    167303,    167072
    167491,     72026,     72146,    167246,    166984
    167502,     72039,     72214,    167258,    167052
    167504,     72038,     72205,    167260,    167043
    167530,     72067,     72229,    167285,    167067
    167500,     72034,     72173,    167256,    167011
    167528,     72066,     72231,    167283,    167069
    167510,     72047,     72185,    167266,    167023
    167518,     72054,     72211,    167274,    167049
    167528,     72065,     72213,    167283,    167051
    167531,     72060,     72206,    167286,    167044
    167509,     72043,     72181,    167265,    167019
    167541,     72071,     72235,    167296,    167073
    167510,     72048,     72172,    167265,    167010
    167505,     72042,     72198,    167261,    167036
    167516,     72048,     72214,    167271,    167052
    167548,     72084,     72235,    167303,    167073
    167522,     72060,     72177,    167278,    167015
    167564,     72092,     72245,    167320,    167083
    167586,     72117,     72225,    167342,    167063
    167539,     72070,     72156,    167294,    166994
    167505,     72043,     72169,    167261,    167007
    167550,     72087,     72248,    167305,    167086
    167515,     72049,     72168,    167271,    167006
    167534,     72068,     72222,    167290,    167060
    167504,     72041,     72173,    167260,    167011
    167584,     72112,     72283,    167340,    167121
    167489,     72015,     72108,    167244,    166946
    167535,     72071,     72249,    167291,    167087
    167492,     72024,     72160,    167247,    166998
    167523,     72060,     72234,    167279,    167072
    167503,     72041,     72183,    167259,    167021
    167494,     72026,     72194,    167250,    167032
    167511,     72042,     72220,    167267,    167058
    167482,     72017,     72174,    167237,    167012
    167513,     72051,     72234,    167269,    167072
    167504,     72037,     72194,    167260,    167032
    167522,     72048,     72221,    167277,    167059
    167522,     72055,     72203,    167278,    167041
    167507,     72038,     72188,    167263,    167026
    167508,     72034,     72204,    167264,    167042
    167522,     72053,     72217,    167277,    167055
    167535,     72066,     72216,    167291,    167054
    167515,     72043,     72183,    167271,    167021
    167519,     72053,     72207,    167275,    167045
    167511,     72048,     72195,    167267,    167033
    167498,     72023,     72190,    167253,    167028
    167511,     72042,     72216,    167266,    167054
    167518,     72050,     72210,    167273,    167048
    167517,     72052,     72202,    167273,    167040
    167557,     72083,     72243,    167313,    167081
    167510,     72044,     72156,    167265,    166994
    167483,     72010,     72176,    167239,    167014
    167532,     72057,     72252,    167288,    167090
    167517,     72047,     72188,    167273,    167026
    167537,     72064,     72223,    167292,    167061
    167497,     72025,     72163,    167253,    167001
    167523,     72053,     72229,    167279,    167067
    167531,     72059,     72211,    167287,    167049
    167536,     72070,     72208,    167291,    167046
    167528,     72061,     72195,    167284,    167033
    167536,     72065,     72211,    167291,    167049
    167531,     72063,     72198,    167287,    167036
    167531,     72068,     72203,    167287,    167041
    167522,     72048,     72194,    167277,    167032
    167561,     72095,     72242,    167317,    167080
    167537,     72072,     72179,    167292,    167017
    167559,     72090,     72225,    167315,    167063
    167529,     72055,     72173,    167285,    167011
    167524,     72056,     72198,    167279,    167036
    167559,     72096,     72238,    167315,    167076
    167494,     72025,     72138,    167250,    166976
    167527,     72054,     72236,    167283,    167074
    167497,     72029,     72173,    167253,    167011
    167512,     72049,     72218,    167267,    167056
    167509,     72044,     72200,    167264,    167038
    167525,     72064,     72219,    167281,    167057
    167555,     72086,     72233,    167310,    167071
    167506,     72036,     72154,    167262,    166992
    167498,     72033,     72195,    167253,    167033
    167500,     72036,     72205,    167256,    167043
    167493,     72033,     72196,    167249,    167034
    167449,     71981,     72159,    167205,    166997
    167481,     72012,     72235,    167237,    167073
    167523,     72059,     72245,    167279,    167083
    167490,     72024,     72170,    167245,    167008
    167516,     72046,     72229,    167272,    167067
    167493,     72021,     72180,    167249,    167018
    167515,     72041,     72225,    167270,    167063
    167501,     72035,     72189,    167257,    167027
    167503,     72035,     72205,    167258,    167043
    167513,     72039,     72213,    167268,    167051
    167491,     72030,     72181,    167247,    167019
    167499,     72031,     72211,    167254,    167049
    167491,     72028,     72195,    167247,    167033
    167481,     72006,     72193,    167237,    167031
    167504,     72036,     72226,    167259,    167064
    167527,     72056,     72226,    167283,    167064
    167507,     72041,     72183,    167263,    167021
    167537,     72069,     72233,    167293,    167071
    167548,     72083,     72214,    167304,    167052
    167521,     72048,     72176,    167277,    167014
    167496,     72024,     72178,    167252,    167016
    167532,     72069,     72239,    167287,    167077
    167532,     72061,     72203,    167287,    167041
    167523,     72049,     72194,    167278,    167032
    167541,     72072,     72221,    167297,    167059
    167512,     72041,     72174,    167268,    167012
    167522,     72054,     72213,    167278,    167051
    167457,     71988,     72138,    167213,    166976
    167548,     72076,     72294,    167304,    167132
    167482,     72011,     72137,    167238,    166975
    167478,     72003,     72199,    167233,    167037
    167539,     72061,     72264,    167295,    167102
    167520,     72056,     72184,    167276,    167022
    167514,     72044,     72197,    167270,    167035
    167490,     72023,     72179,    167245,    167017
    167509,     72040,     72222,    167265,    167060
    167463,     71997,     72157,    167219,    166995
    167524,     72056,     72264,    167280,    167102
    167498,     72027,     72177,    167253,    167015
    167483,     72014,     72188,    167239,    167026
    167506,     72038,     72226,    167261,    167064
    167549,     72083,     72246,    167304,    167084
    167507,     72039,     72161,    167262,    166999
    167518,     72049,     72214,    167274,    167052
    167508,     72039,     72193,    167264,    167031
    167486,     72017,     72181,    167242,    167019
    167495,     72030,     72212,    167251,    167050
    167469,     72006,     72177,    167225,    167015
    167538,     72078,     72272,    167294,    167110
    167526,     72054,     72191,    167282,    167029
    167520,     72051,     72197,    167276,    167035
    167488,     72024,     72171,    167244,    167009
    167494,     72026,     72209,    167250,    167047
    167471,     71997,     72180,    167226,    167018
    167480,     72016,     72212,    167236,    167050
    167481,     72014,     72204,    167237,    167042
    167519,     72046,     72241,    167275,    167079
    167509,     72044,     72193,    167264,    167031
    167480,     72011,     72174,    167235,    167012
    167496,     72034,     72219,    167251,    167057
    167511,     72050,     72218,    167267,    167056
    167494,     72032,     72186,    167250,    167024
    167518,     72053,     72227,    167274,    167065
    167485,     72014,     72170,    167241,    167008
    167496,     72030,     72214,    167252,    167052
    167489,     72026,     72196,    167245,    167034
    167508,     72040,     72222,    167264,    167060
    167501,     72030,     72196,    167257,    167034
    167489,     72017,     72191,    167244,    167029
    167482,     72014,     72196,    167238,    167034
    167509,     72048,     72230,    167265,    167068
    167476,     72004,     72170,    167232,    167008
    167470,     72007,     72197,    167226,    167035
    167488,     72019,     72221,    167244,    167059
    167514,     72045,     72229,    167270,    167067
    167484,     72015,     72173,    167240,    167011
    167489,     72023,     72208,    167245,    167046
    167481,     72015,     72195,    167236,    167033
    167483,     72019,     72205,    167238,    167043
    167484,     72017,     72204,    167240,    167042
    167506,     72032,     72225,    167261,    167063
    167509,     72038,     72206,    167265,    167044
    167515,     72047,     72209,    167270,    167047
    167516,     72048,     72204,    167271,    167042
    167486,     72018,     72173,    167242,    167011
    167498,     72027,     72215,    167254,    167053
    167470,     72009,     72175,    167226,    167013
    167500,     72029,     72233,    167255,    167071
    167509,     72043,     72212,    167265,    167050
    167526,     72057,     72220,    167281,    167058
    167483,     72012,     72160,    167238,    166998
    167470,     71997,     72190,    167225,    167028
    167451,     71984,     72184,    167206,    167022
    167486,     72020,     72238,    167242,    167076
    167496,     72029,     72213,    167252,    167051
    167475,     72006,     72182,    167231,    167020
    167483,     72016,     72211,    167238,    167049
    167466,     71999,     72186,    167222,    167024
    167480,     72014,     72217,    167235,    167055
    167498,     72029,     72221,    167254,    167059
    167466,     72000,     72171,    167222,    167009
    167468,     72002,     72205,    167223,    167043
    167505,     72038,     72240,    167261,    167078
    167450,     71986,     72148,    167205,    166986
    167465,     71999,     72218,    167221,    167056
    167475,     72009,     72213,    167231,    167051
    167484,     72017,     72212,    167239,    167050
    167507,     72043,     72226,    167263,    167064
    167525,     72059,     72221,    167281,    167059
    167467,     71996,     72145,    167222,    166983
    167469,     72000,     72205,    167224,    167043
    167513,     72042,     72247,    167268,    167085
    167527,     72054,     72217,    167282,    167055
    167486,     72013,     72162,    167241,    167000
    167468,     72005,     72185,    167223,    167023
    167472,     72003,     72207,    167228,    167045
    167466,     72003,     72197,    167221,    167035
    167448,     71980,     72185,    167203,    167023
    167499,     72032,     72254,    167254,    167092
    167499,     72029,     72203,    167254,    167041
    167464,     71998,     72168,    167219,    167006
    167498,     72024,     72237,    167253,    167075
    167471,     72005,     72176,    167227,    167014
    167530,     72063,     72262,    167285,    167100
    167525,     72055,     72198,    167280,    167036
    167518,     72049,     72196,    167273,    167034
    167489,     72020,     72174,    167244,    167012
    167464,     71998,     72178,    167220,    167016
    167518,     72054,     72257,    167274,    167095
    167519,     72049,     72204,    167275,    167042
    167492,     72021,     72176,    167247,    167014
    167535,     72060,     72246,    167291,    167084
    167526,     72052,     72194,    167282,    167032
    167511,     72042,     72188,    167267,    167026
    167549,     72078,     72241,    167305,    167079
    167532,     72062,     72186,    167288,    167024
    167519,     72055,     72190,    167274,    167028
    167473,     72005,     72157,    167229,    166995
    167491,     72022,     72221,    167247,    167059
    167464,     72000,     72176,    167220,    167014
    167532,     72066,     72271,    167288,    167109
    167505,     72038,     72176,    167261,    167014
    167450,     71982,     72148,    167205,    166986
    167462,     71992,     72215,    167218,    167053
    167470,     72004,     72211,    167226,    167049
    167449,     71985,     72182,    167205,    167020
    167469,     72002,     72223,    167225,    167061
    167469,     72002,     72203,    167224,    167041
    167517,     72053,     72251,    167273,    167089
    167505,     72043,     72191,    167261,    167029
    167506,     72035,     72204,    167262,    167042
    167521,     72052,     72218,    167277,    167056
    167486,     72020,     72168,    167242,    167006
    167503,     72026,     72220,    167259,    167058
    167486,     72017,     72186,    167242,    167024
    167493,     72025,     72210,    167248,    167048
    167533,     72071,     72243,    167288,    167081
    167471,     72006,     72141,    167226,    166979
    167502,     72034,     72234,    167258,    167072
    167495,     72025,     72196,    167251,    167034
    167531,     72064,     72239,    167286,    167077
    167503,     72036,     72175,    167258,    167013
    167515,     72051,     72215,    167271,    167053
    167515,     72049,     72203,    167271,    167041
    167476,     72011,     72164,    167232,    167002
    167485,     72022,     72212,    167241,    167050
    167491,     72023,     72209,    167247,    167047
    167495,     72032,     72207,    167251,    167045
    167505,     72038,     72213,    167261,    167051
    167510,     72041,     72208,    167265,    167046
    167483,     72017,     72176,    167238,    167014
    167513,     72036,     72233,    167268,    167071
    167539,     72074,     72229,    167295,    167067
    167523,     72053,     72187,    167278,    167025
    167530,     72059,     72210,    167285,    167048
    167547,     72081,     72220,    167303,    167058
    167488,     72023,     72144,    167244,    166982
    167530,     72061,     72245,    167285,    167083
    167523,     72054,     72196,    167278,    167034
    167510,     72047,     72190,    167266,    167028
    167508,     72043,     72201,    167264,    167039
    167524,     72055,     72219,    167279,    167057
    167532,     72065,     72211,    167288,    167049
    167478,     72016,     72149,    167233,    166987
    167516,     72054,     72241,    167271,    167079
    167499,     72030,     72186,    167255,    167024
    167556,     72081,     72260,    167312,    167098
    167521,     72055,     72168,    167277,    167006
    167502,     72030,     72184,    167258,    167022
    167512,     72040,     72213,    167268,    167051
    167488,     72013,     72179,    167244,    167017
    167509,     72042,     72224,    167265,    167062
    167505,     72036,     72199,    167260,    167037
    167545,     72078,     72243,    167301,    167081
    167529,     72063,     72187,    167285,    167025
    167490,     72026,     72164,    167246,    167002
    167501,     72039,     72214,    167256,    167052
    167507,     72039,     72209,    167263,    167047
    167468,     71999,     72164,    167224,    167002
    167457,     71988,     72192,    167213,    167030
    167536,     72059,     72282,    167291,    167120
    167513,     72045,     72180,    167268,    167018
    167506,     72035,     72196,    167261,    167034
    167545,     72077,     72242,    167301,    167080
    167528,     72049,     72186,    167284,    167024
    167535,     72069,     72210,    167291,    167048
    167520,     72050,     72188,    167276,    167026
    167539,     72073,     72222,    167294,    167060
    167510,     72051,     72174,    167266,    167012
    167479,     72013,     72172,    167235,    167010
    167511,     72046,     72235,    167266,    167073
    167539,     72071,     72231,    167294,    167069
    167520,     72060,     72184,    167276,    167022
    167511,     72045,     72194,    167266,    167032
    167508,     72042,     72200,    167264,    167038
    167504,     72037,     72199,    167259,    167037
    167521,     72056,     72220,    167277,    167058
    167557,     72088,     72239,    167313,    167077
    167534,     72062,     72180,    167290,    167018
    167567,     72104,     72236,    167323,    167074
    167548,     72070,     72184,    167304,    167022
    167523,     72060,     72178,    167279,    167016
    167536,     72070,     72216,    167292,    167054
    167551,     72079,     72218,    167307,    167056
    167514,     72043,     72166,    167269,    167004
    167551,     72079,     72240,    167307,    167078
    167510,     72044,     72162,    167265,    167000
    167530,     72070,     72223,    167286,    167061
    167506,     72040,     72179,    167262,    167017
    167513,     72044,     72210,    167268,    167048
    167475,     72002,     72165,    167230,    167003
    167517,     72056,     72245,    167273,    167083
    167512,     72047,     72198,    167268,    167036
    167471,     72003,     72162,    167226,    167000
    167529,     72063,     72261,    167285,    167099
    167509,     72047,     72183,    167265,    167021
    167475,     72007,     72169,    167230,    167007
    167482,     72022,     72210,    167237,    167048
    167518,     72050,     72239,    167273,    167077
    167521,     72054,     72206,    167277,    167044
    167513,     72051,     72195,    167268,    167033
    167509,     72043,     72199,    167265,    167037
    167478,     72015,     72172,    167234,    167010
    167489,     72029,     72214,    167245,    167052
    167517,     72051,     72231,    167273,    167069
    167460,     71994,     72146,    167215,    166984
    167493,     72033,     72236,    167249,    167074
    167504,     72038,     72214,    167259,    167052
    167512,     72043,     72211,    167268,    167049
    167530,     72065,     72221,    167286,    167059
    167494,     72022,     72167,    167250,    167005
    167536,     72067,     72245,    167292,    167083
    167505,     72039,     72172,    167260,    167010
    167467,     72002,     72165,    167222,    167003
    167486,     72019,     72222,    167241,    167060
    167525,     72062,     72242,    167281,    167080
    167542,     72068,     72220,    167297,    167058
    167507,     72033,     72168,    167262,    167006
    167498,     72029,     72194,    167254,    167032
    167565,     72098,     72270,    167321,    167108
    167528,     72065,     72166,    167284,    167004
    167515,     72048,     72190,    167270,    167028
    167515,     72043,     72203,    167271,    167041
    167499,     72030,     72187,    167254,    167025
    167512,     72040,     72216,    167267,    167054
    167517,     72054,     72208,    167272,    167046
    167528,     72062,     72214,    167283,    167052
    167527,     72066,     72202,    167283,    167040
    167491,     72024,     72167,    167246,    167005
    167509,     72038,     72221,    167264,    167059
    167554,     72075,     72248,    167309,    167086
    167509,     72044,     72158,    167264,    166996
    167508,     72042,     72202,    167264,    167040
    167517,     72050,     72212,    167273,    167050
    167484,     72019,     72170,    167239,    167008
    167491,     72024,     72210,    167247,    167048
    167460,     71999,     72172,    167216,    167010
    167500,     72041,     72243,    167256,    167081
    167462,     72001,     72165,    167218,    167003
    167503,     72034,     72244,    167258,    167082
    167456,     71987,     72156,    167212,    166994
    167509,     72037,     72256,    167265,    167094
    167488,     72018,     72182,    167244,    167020
    167492,     72030,     72207,    167247,    167045
    167467,     72005,     72178,    167222,    167016
    167464,     71997,     72200,    167220,    167038
    167458,     71991,     72197,    167213,    167035
    167468,     72005,     72213,    167224,    167051
    167509,     72040,     72244,    167264,    167082
    167519,     72041,     72213,    167275,    167051
    167491,     72018,     72175,    167247,    167013
    167521,     72053,     72233,    167276,    167071
    167551,     72076,     72233,    167306,    167071
    167502,     72039,     72154,    167258,    166992
    167459,     71996,     72160,    167215,    166998
    167487,     72021,     72231,    167242,    167069
    167487,     72026,     72203,    167243,    167041
    167509,     72046,     72225,    167264,    167063
    167512,     72047,     72206,    167267,    167044
    167543,     72070,     72234,    167299,    167072
    167506,     72039,     72166,    167262,    167004
    167477,     72015,     72174,    167232,    167012
    167502,     72034,     72228,    167258,    167066
    167476,     72007,     72177,    167232,    167015
    167469,     72006,     72196,    167225,    167034
    167477,     72017,     72211,    167233,    167049
    167495,     72025,     72221,    167251,    167059
    167480,     72013,     72188,    167236,    167026
    167525,     72062,     72248,    167280,    167086
    167485,     72017,     72163,    167240,    167001
    167486,     72028,     72204,    167242,    167042
    167505,     72038,     72222,    167261,    167060
    167485,     72015,     72183,    167240,    167021
    167453,     71993,     72171,    167209,    167009
    167505,     72044,     72255,    167261,    167093
    167520,     72053,     72218,    167276,    167056
    167539,     72076,     72222,    167295,    167060
    167512,     72036,     72176,    167268,    167014
    167454,     71987,     72145,    167210,    166983
    167524,     72059,     72273,    167279,    167111
    167513,     72041,     72192,    167268,    167030
    167512,     72032,     72202,    167268,    167040
    167575,     72100,     72266,    167331,    167104
    167530,     72067,     72158,    167285,    166996
    167490,     72027,     72163,    167246,    167001
    167597,     72130,     72310,    167353,    167148
    167516,     72049,     72122,    167272,    166960
    167514,     72052,     72201,    167269,    167039
    167503,     72032,     72192,    167258,    167030
    167508,     72034,     72208,    167263,    167046
    167487,     72023,     72182,    167243,    167020
    167539,     72079,     72255,    167294,    167093
    167550,     72076,     72214,    167305,    167052
    167486,     72026,     72139,    167242,    166977
    167500,     72037,     72217,    167256,    167055
    167476,     72015,     72179,    167232,    167017
    167495,     72031,     72222,    167251,    167060
    167531,     72063,     72239,    167286,    167077
    167484,     72021,     72156,    167239,    166994
    167489,     72023,     72208,    167245,    167046
    167500,     72025,     72214,    167255,    167052
    167496,     72028,     72199,    167251,    167037
    167505,     72033,     72212,    167261,    167050
    167520,     72050,     72218,    167276,    167056
    167469,     72002,     72152,    167225,    166990
    167504,     72035,     72238,    167260,    167076
    167480,     72008,     72179,    167236,    167017
    167498,     72032,     72221,    167254,    167059
    167495,     72023,     72200,    167251,    167038
    167482,     72019,     72190,    167238,    167028
    167514,     72049,     72235,    167269,    167073
    167488,     72024,     72177,    167243,    167015
    167468,     72005,     72183,    167224,    167021
    167515,     72047,     72250,    167271,    167088
    167530,     72062,     72218,    167285,    167056
    167477,     72016,     72150,    167233,    166988
    167522,     72053,     72248,    167278,    167086
    167477,     72012,     72158,    167232,    166996
    167496,     72031,     72222,    167251,    167060
    167490,     72018,     72197,    167246,    167035
    167514,     72046,     72227,    167270,    167065
    167449,     71985,     72138,    167204,    166976
    167507,     72044,     72261,    167262,    167099
    167499,     72034,     72195,    167254,    167033
    167522,     72050,     72226,    167278,    167064
    167486,     72014,     72167,    167242,    167005
    167471,     72000,     72188,    167227,    167026
    167501,     72030,     72233,    167257,    167071
    167450,     71978,     72152,    167206,    166990
    167519,     72049,     72272,    167275,    167110
    167532,     72057,     72216,    167288,    167054
    167547,     72081,     72218,    167303,    167056
    167478,     72009,     72134,    167233,    166972
    167491,     72022,     72216,    167247,    167054
    167508,     72038,     72220,    167264,    167058
    167536,     72065,     72231,    167291,    167069
    167495,     72033,     72162,    167250,    167000
    167554,     72082,     72262,    167309,    167100
    167505,     72036,     72154,    167261,    166992
    167490,     72019,     72188,    167245,    167026
    167481,     72012,     72194,    167237,    167032
    167503,     72041,     72225,    167258,    167063
    167511,     72045,     72211,    167267,    167049
    167468,     72005,     72160,    167224,    166998
    167536,     72070,     72271,    167291,    167109
    167485,     72020,     72152,    167240,    166990
    167496,     72024,     72214,    167251,    167052
    167480,     72008,     72187,    167236,    167025
    167457,     71991,     72180,    167213,    167018
    167505,     72035,     72251,    167261,    167089
    167509,     72041,     72207,    167265,    167045
    167503,     72043,     72197,    167259,    167035
    167500,     72029,     72200,    167256,    167038
    167487,     72023,     72190,    167243,    167028
    167504,     72038,     72220,    167259,    167058
    167535,     72066,     72234,    167291,    167072
    167471,     72006,     72139,    167226,    166977
    167476,     72010,     72208,    167232,    167046
    167504,     72039,     72231,    167260,    167069
    167504,     72041,     72203,    167260,    167041
    167578,     72113,     72277,    167334,    167115
    167525,     72053,     72150,    167281,    166988
    167510,     72044,     72188,    167265,    167026
    167502,     72033,     72195,    167257,    167033
    167497,     72030,     72198,    167253,    167036
    167480,     72013,     72186,    167236,    167024
    167531,     72056,     72254,    167287,    167092
    167525,     72059,     72197,    167281,    167035
    167503,     72037,     72181,    167259,    167019
    167532,     72067,     72232,    167287,    167070
    167481,     72009,     72152,    167237,    166990
    167509,     72043,     72231,    167265,    167069
    167488,     72018,     72182,    167243,    167020
    167510,     72045,     72225,    167266,    167063
    167518,     72055,     72211,    167274,    167049
    167509,     72049,     72194,    167265,    167032
    167529,     72054,     72223,    167284,    167061
    167511,     72038,     72185,    167267,    167023
    167484,     72019,     72176,    167239,    167014
    167493,     72032,     72212,    167249,    167050
    167506,     72043,     72216,    167261,    167054
    167481,     72013,     72178,    167236,    167016
    167508,     72040,     72230,    167264,    167068
    167527,     72057,     72222,    167282,    167060
    167503,     72040,     72179,    167259,    167017
    167519,     72047,     72219,    167274,    167057
    167502,     72036,     72186,    167258,    167024
    167512,     72046,     72213,    167268,    167051
    167500,     72035,     72191,    167256,    167029
    167478,     72017,     72181,    167234,    167019
    167459,     71996,     72184,    167215,    167022
    167510,     72046,     72254,    167265,    167092
    167474,     72010,     72167,    167230,    167005
    167475,     72009,     72204,    167231,    167042
    167485,     72017,     72213,    167240,    167051
    167500,     72034,     72218,    167255,    167056
    167484,     72024,     72187,    167240,    167025
    167464,     71999,     72183,    167220,    167021
    167533,     72067,     72272,    167289,    167110
    167470,     72001,     72140,    167226,    166978
    167494,     72025,     72227,    167249,    167065
    167491,     72020,     72200,    167247,    167038
    167498,     72035,     72210,    167254,    167048
    167515,     72048,     72220,    167271,    167058
    167509,     72040,     72197,    167265,    167035
    167505,     72030,     72199,    167261,    167037
    167480,     72014,     72178,    167235,    167016
    167494,     72027,     72217,    167250,    167055
    167503,     72039,     72212,    167258,    167050
    167472,     72006,     72172,    167228,    167010
    167490,     72021,     72221,    167246,    167059
    167458,     71993,     72171,    167214,    167009
    167469,     72004,     72214,    167224,    167052
    167464,     72003,     72198,    167220,    167036
    167436,     71976,     72175,    167192,    167013
    167482,     72019,     72249,    167238,    167087
    167488,     72022,     72209,    167244,    167047
    167498,     72029,     72213,    167254,    167051
    167496,     72032,     72201,    167251,    167039
    167523,     72055,     72230,    167279,    167068
    167504,     72035,     72184,    167259,    167022
    167496,     72033,     72195,    167251,    167033
    167533,     72058,     72240,    167289,    167078
    167557,     72092,     72227,    167313,    167065
    167536,     72067,     72182,    167292,    167020
    167513,     72049,     72180,    167269,    167018
    167530,     72064,     72220,    167286,    167058
    167511,     72046,     72184,    167266,    167022
    167470,     71999,     72162,    167225,    167000
    167491,     72017,     72224,    167246,    167062
    167471,     71997,     72183,    167227,    167021
    167484,     72012,     72216,    167240,    167054
    167497,     72034,     72216,    167253,    167054
    167481,     72014,     72187,    167237,    167025
    167476,     72004,     72198,    167232,    167036
    167492,     72029,     72219,    167248,    167057
    167527,     72061,     72238,    167283,    167076
    167511,     72051,     72187,    167266,    167025
    167553,     72076,     72245,    167309,    167083
    167513,     72048,     72163,    167269,    167001
    167521,     72052,     72211,    167276,    167049
    167493,     72026,     72175,    167249,    167013
    167522,     72051,     72232,    167278,    167070
    167511,     72044,     72192,    167266,    167030
    167514,     72041,     72206,    167269,    167044
    167490,     72020,     72179,    167245,    167017
    167501,     72025,     72214,    167257,    167052
    167471,     72005,     72173,    167226,    167011
    167437,     71971,     72169,    167193,    167007
    167474,     72002,     72240,    167229,    167078
    167478,     72013,     72207,    167234,    167045
    167471,     72004,     72196,    167226,    167034
    167443,     71975,     72175,    167199,    167013
    167483,     72019,     72243,    167239,    167081
    167443,     71977,     72163,    167199,    167001
    167465,     72003,     72225,    167220,    167063
    167499,     72031,     72237,    167254,    167075
    167489,     72027,     72193,    167245,    167031
    167487,     72010,     72201,    167242,    167039
    167474,     72008,     72190,    167230,    167028
    167470,     71998,     72199,    167226,    167037
    167492,     72027,     72225,    167247,    167063
    167470,     72004,     72181,    167226,    167019
    167500,     72029,     72233,    167256,    167071
    167494,     72030,     72197,    167250,    167035
    167467,     72006,     72176,    167223,    167014
    167461,     71993,     72197,    167217,    167035
    167485,     72011,     72227,    167240,    167065
    167484,     72012,     72202,    167240,    167040
    167391,     71926,     72110,    167146,    166948
    167439,     71970,     72251,    167195,    167089
    167539,     72066,     72303,    167295,    167141
    167488,     72022,     72152,    167243,    166990
    167492,     72025,     72207,    167248,    167045
    167489,     72019,     72200,    167245,    167038
    167465,     71999,     72179,    167220,    167017
    167481,     72009,     72219,    167237,    167057
    167480,     72011,     72202,    167236,    167040
    167501,     72030,     72224,    167256,    167062
    167480,     72008,     72182,    167235,    167020
    167501,     72026,     72224,    167257,    167062
    167492,     72016,     72194,    167248,    167032
    167502,     72028,     72213,    167257,    167051
    167458,     71987,     72159,    167213,    166997
    167478,     72016,     72223,    167234,    167061
    167452,     71979,     72177,    167208,    167015
    167471,     72003,     72222,    167227,    167060
    167458,     71991,     72190,    167214,    167028
    167456,     71993,     72201,    167212,    167039
    167488,     72016,     72235,    167244,    167073
    167495,     72023,     72210,    167251,    167048
    167501,     72035,     72209,    167257,    167047
    167476,     72006,     72178,    167231,    167016
    167478,     72006,     72205,    167234,    167043
    167470,     72002,     72195,    167225,    167033
    167466,     72000,     72199,    167221,    167037
    167493,     72025,     72230,    167248,    167068
    167466,     71997,     72176,    167222,    167014
    167477,     71998,     72214,    167233,    167052
    167464,     71992,     72190,    167220,    167028
    167457,     71983,     72196,    167212,    167034
    167491,     72019,     72237,    167247,    167075
    167493,     72020,     72205,    167249,    167043
    167508,     72038,     72218,    167263,    167056
    167489,     72025,     72184,    167245,    167022
    167471,     72007,     72185,    167227,    167023
    167507,     72036,     72239,    167262,    167077
    167495,     72032,     72191,    167250,    167029
    167489,     72022,     72197,    167244,    167035
    167525,     72054,     72239,    167280,    167077
    167484,     72018,     72162,    167240,    167000
    167482,     72011,     72201,    167237,    167039
    167480,     72012,     72201,    167236,    167039
    167508,     72032,     72231,    167264,    167069
    167452,     71983,     72147,    167208,    166985
    167490,     72023,     72241,    167246,    167079
    167479,     72015,     72192,    167235,    167030
    167485,     72021,     72209,    167241,    167047
    167487,     72020,     72205,    167243,    167043
    167494,     72025,     72210,    167250,    167048
    167476,     72010,     72185,    167231,    167023
    167464,     71995,     72191,    167220,    167029
    167489,     72021,     72228,    167244,    167066
    167483,     72023,     72197,    167239,    167035
    167491,     72026,     72211,    167247,    167049
    167485,     72021,     72197,    167241,    167035
    167485,     72020,     72203,    167240,    167041
    167544,     72076,     72262,    167300,    167100
    167524,     72060,     72183,    167280,    167021
    167490,     72024,     72169,    167246,    167007
    167479,     72014,     72192,    167234,    167030
    167491,     72025,     72215,    167247,    167053
    167484,     72018,     72196,    167240,    167034
    167532,     72060,     72251,    167288,    167089
    167523,     72057,     72194,    167279,    167032
    167530,     72060,     72210,    167286,    167048
    167491,     72021,     72164,    167246,    167002
    167483,     72017,     72195,    167238,    167033
    167483,     72014,     72203,    167239,    167041
    167500,     72037,     72220,    167256,    167058
    167508,     72042,     72211,    167264,    167049
    167520,     72053,     72215,    167275,    167053
    167504,     72046,     72187,    167260,    167025
    167497,     72024,     72196,    167253,    167034
    167502,     72033,     72208,    167258,    167046
    167514,     72051,     72215,    167269,    167053
    167518,     72057,     72207,    167274,    167045
    167480,     72013,     72165,    167236,    167003
    167511,     72044,     72234,    167267,    167072
    167496,     72027,     72188,    167252,    167026
    167481,     72016,     72188,    167237,    167026
    167462,     71997,     72184,    167218,    167022
    167513,     72050,     72254,    167269,    167092
    167503,     72033,     72193,    167258,    167031
    167485,     72022,     72185,    167240,    167023
    167446,     71986,     72164,    167201,    167002
    167490,     72025,     72247,    167245,    167085
    167488,     72014,     72201,    167243,    167039
    167466,     71994,     72181,    167222,    167019
    167465,     72005,     72202,    167221,    167040
    167481,     72018,     72219,    167236,    167057
    167492,     72026,     72214,    167247,    167052
