#detBytecnt, detRealBegin, detRealEnd, detCaluBegin, detCaluEnd
       -10,        -9,       -10,        -5,       -10
        48,        45,        47,        21,        48
       -17,       -17,       -16,        -7,       -17
        35,        33,        34,        14,        35
       -11,       -14,       -11,        -4,       -11
        -8,        -6,        -8,        -4,        -8
        13,        14,        13,         6,        13
        -8,        -6,        -7,        -4,        -8
         0,        -1,         0,         0,         0
        -4,       -12,        -5,        -1,        -4
        43,        46,        44,        18,        43
       -36,       -28,       -37,       -15,       -36
        26,        28,        27,        11,        26
        -7,       -16,        -7,        -3,        -7
        -3,        -1,        -3,        -1,        -3
        18,        22,        18,         7,        18
       -28,       -31,       -29,       -12,       -28
        28,        24,        29,        12,        28
        -1,        -1,        -1,         0,        -1
       -60,       -52,       -60,       -26,       -60
       -15,       -16,       -15,        -6,       -15
        32,        28,        32,        14,        32
        43,        43,        42,        18,        43
       -19,       -20,       -18,        -8,       -19
        45,        47,        45,        19,        45
       -52,       -62,       -53,       -22,       -52
        28,        38,        28,        12,        28
        -9,       -16,        -9,        -4,        -9
        22,        30,        23,         9,        22
       -45,       -48,       -45,       -19,       -45
       -20,       -24,       -21,        -8,       -20
        32,        40,        33,        13,        32
        37,        33,        37,        16,        37
       -53,       -46,       -53,       -23,       -53
        13,        14,        12,         6,        13
       -43,       -53,       -43,       -18,       -43
        37,        44,        38,        15,        37
       -23,       -27,       -24,        -9,       -23
        52,        53,        52,        22,        52
        -5,        -9,        -4,        -3,        -5
       -45,       -45,       -46,       -19,       -45
        10,        17,        10,         5,        10
        -2,        -3,        -2,        -1,        -2
        20,        23,        20,         8,        20
         4,         7,         5,         2,         4
       -11,       -17,       -11,        -5,       -11
       -12,        -8,       -13,        -5,       -12
        18,         8,        18,         8,        18
        -1,         7,        -1,        -1,        -1
        -7,        -3,        -7,        -3,        -7
        17,        11,        18,         8,        17
       -16,       -16,       -16,        -7,       -16
        20,        22,        20,         8,        20
       -33,       -30,       -33,       -14,       -33
        17,        12,        17,         8,        17
        -9,       -10,        -9,        -4,        -9
        41,        41,        41,        17,        41
        -3,        -7,        -4,        -1,        -3
        -3,        -1,        -2,        -1,        -3
        13,        16,        13,         5,        13
       -62,       -64,       -63,       -26,       -62
        65,        63,        66,        27,        65
       -42,       -38,       -42,       -17,       -42
       -24,       -26,       -24,       -11,       -24
        16,        21,        15,         7,        16
        21,        19,        21,         9,        21
       -12,       -11,       -12,        -5,       -12
        -2,        -7,        -1,        -1,        -2
        16,        14,        15,         7,        16
         8,        13,         9,         3,         8
       -24,       -24,       -25,       -10,       -24
       -24,       -27,       -24,       -10,       -24
        15,        18,        16,         6,        15
       -17,       -25,       -17,        -7,       -17
        -7,        -7,        -7,        -3,        -7
        -7,       -12,        -8,        -3,        -7
        23,        35,        23,        10,        23
        -7,        -5,        -6,        -3,        -7
       -33,       -33,       -34,       -14,       -33
         6,         9,         6,         3,         6
        27,        18,        27,        11,        27
         3,         4,         4,         1,         3
        -5,        -2,        -5,        -2,        -5
        36,        37,        36,        15,        36
        44,        38,        44,        19,        44
       -97,       -85,       -97,       -41,       -97
        43,        36,        43,        18,        43
         5,        11,         5,         2,         5
       -21,       -23,       -21,        -9,       -21
        -6,        -7,        -6,        -2,        -6
       -18,       -20,       -19,        -8,       -18
        15,        12,        15,         7,        15
       -23,       -17,       -22,       -10,       -23
        43,        43,        43,        18,        43
       -24,       -29,       -24,       -10,       -24
        30,        33,        29,        13,        30
       -29,       -26,       -29,       -13,       -29
        12,        11,        12,         5,        12
       -10,       -10,        -9,        -4,       -10
       -19,       -27,       -20,        -8,       -19
        60,        66,        61,        25,        60
       -45,       -46,       -46,       -19,       -45
        35,        32,        35,        15,        35
        -8,        -8,        -8,        -3,        -8
        39,        36,        40,        16,        39
       -60,       -57,       -60,       -25,       -60
         4,         9,         3,         2,         4
        24,        27,        25,        10,        24
       -18,       -27,       -19,        -8,       -18
        43,        47,        44,        18,        43
       -37,       -35,       -38,       -15,       -37
       -27,       -29,       -27,       -12,       -27
        19,        17,        19,         8,        19
       -15,       -15,       -15,        -6,       -15
        35,        37,        35,        15,        35
         0,        -2,         0,         0,         0
       -16,       -14,       -15,        -7,       -16
        18,        20,        18,         8,        18
       -27,       -29,       -27,       -12,       -27
        50,        46,        50,        21,        50
       -69,       -63,       -70,       -29,       -69
        99,        91,       100,        42,        99
       -79,       -76,       -80,       -33,       -79
        13,        16,        14,         5,        13
        24,        24,        23,        10,        24
       -28,       -26,       -27,       -12,       -28
       -40,       -41,       -41,       -16,       -40
        35,        31,        36,        14,        35
        11,        15,        10,         5,        11
        21,        17,        22,         9,        21
       -15,       -14,       -16,        -6,       -15
        29,        29,        29,        12,        29
       -14,       -22,       -13,        -6,       -14
       -62,       -52,       -62,       -26,       -62
        43,        45,        43,        18,        43
         6,        -5,         5,         2,         6
       -10,         0,       -10,        -4,       -10
        19,        20,        20,         8,        19
       -24,       -23,       -24,       -10,       -24
         6,         6,         5,         3,         6
        43,        41,        43,        18,        43
       -45,       -49,       -45,       -19,       -45
       -23,       -18,       -22,       -10,       -23
        32,        33,        32,        14,        32
        32,        22,        31,        13,        32
       -57,       -45,       -56,       -24,       -57
        21,        17,        21,         9,        21
        26,        28,        26,        11,        26
       -40,       -43,       -41,       -17,       -40
        10,         8,        10,         4,        10
       -19,       -11,       -18,        -8,       -19
        10,         0,        10,         4,        10
        26,        30,        26,        11,        26
       -14,       -11,       -14,        -6,       -14
        35,        31,        35,        15,        35
       -33,       -28,       -34,       -14,       -33
       -27,       -30,       -27,       -11,       -27
        66,        63,        66,        28,        66
       -31,       -32,       -30,       -13,       -31
        14,        18,        13,         6,        14
         6,        -1,         6,         2,         6
       -41,       -39,       -40,       -17,       -41
       -32,       -27,       -32,       -14,       -32
        82,        77,        82,        35,        82
       -34,       -30,       -34,       -14,       -34
       -14,       -14,       -14,        -6,       -14
       -35,       -41,       -35,       -15,       -35
        45,        46,        44,        19,        45
       -33,       -27,       -32,       -14,       -33
        29,        22,        29,        12,        29
        25,        31,        24,        11,        25
       -37,       -31,       -36,       -16,       -37
        32,        23,        32,        14,        32
        -6,        -9,        -6,        -3,        -6
       -39,       -28,       -39,       -16,       -39
        76,        76,        76,        32,        76
      -101,      -108,      -101,       -43,      -101
        29,        34,        29,        12,        29
        43,        36,        43,        18,        43
       -56,       -50,       -57,       -23,       -56
        60,        57,        61,        25,        60
       -30,       -26,       -31,       -13,       -30
        11,        14,        12,         5,        11
         7,         4,         6,         3,         7
       -24,       -26,       -24,       -10,       -24
        73,        71,        74,        31,        73
         7,         3,         6,         3,         7
       -78,       -67,       -77,       -33,       -78
        -5,       -11,        -5,        -2,        -5
        39,        45,        39,        16,        39
       -18,       -21,       -18,        -7,       -18
        -2,        -3,        -3,        -1,        -2
         8,         6,         8,         3,         8
        30,        31,        30,        13,        30
       -44,       -45,       -44,       -19,       -44
       -16,       -18,       -16,        -7,       -16
        44,        47,        44,        19,        44
       -74,       -74,       -73,       -31,       -74
        47,        46,        47,        20,        47
        36,        35,        35,        15,        36
        -3,        -7,        -3,        -1,        -3
       -14,       -14,       -13,        -6,       -14
        17,        20,        16,         7,        17
       -10,        -6,        -9,        -4,       -10
        -8,        -8,        -8,        -4,        -8
        37,        37,        37,        16,        37
       -44,       -53,       -45,       -19,       -44
        -1,         7,        -1,         0,        -1
        11,         2,        12,         4,        11
       -14,        -6,       -15,        -5,       -14
         3,        -3,         3,         1,         3
        13,        17,        14,         5,        13
        51,        50,        51,        22,        51
       -44,       -39,       -44,       -19,       -44
        16,        12,        16,         7,        16
       -23,       -23,       -23,       -10,       -23
         3,        -3,         2,         2,         3
       -29,       -23,       -29,       -13,       -29
        36,        29,        36,        16,        36
         4,        11,         4,         1,         4
        -7,        -5,        -6,        -3,        -7
         0,         0,         0,         0,         0
        17,        14,        17,         7,        17
       -49,       -43,       -49,       -20,       -49
       -14,       -14,       -15,        -6,       -14
        -1,        -3,         0,        -1,        -1
        67,        57,        67,        29,        67
       -25,       -20,       -26,       -11,       -25
        18,        17,        19,         8,        18
       -42,       -34,       -42,       -18,       -42
        29,        23,        29,        12,        29
        -8,        -5,        -8,        -3,        -8
        31,        30,        31,        13,        31
       -13,       -14,       -14,        -5,       -13
       -49,       -45,       -49,       -21,       -49
        29,        25,        30,        12,        29
        16,        16,        15,         7,        16
       -24,       -24,       -23,       -10,       -24
        -9,        -7,       -10,        -4,        -9
         7,         8,         8,         3,         7
         0,         1,         0,         0,         0
        -6,       -13,        -7,        -3,        -6
        19,        21,        19,         8,        19
        14,        11,        15,         6,        14
        17,        19,        17,         7,        17
        -9,       -12,        -9,        -3,        -9
       -11,       -12,       -11,        -5,       -11
       -41,       -33,       -41,       -17,       -41
        53,        43,        53,        22,        53
        -6,        -5,        -7,        -2,        -6
        16,        21,        17,         6,        16
       -60,       -56,       -60,       -25,       -60
        55,        49,        55,        23,        55
        -6,        -2,        -6,        -2,        -6
       -17,       -20,       -18,        -8,       -17
        -3,        -6,        -2,        -1,        -3
        44,        47,        44,        19,        44
       -42,       -37,       -43,       -18,       -42
       -32,       -40,       -31,       -14,       -32
        31,        39,        30,        14,        31
         1,         1,         1,         0,         1
       -47,       -48,       -46,       -20,       -47
        57,        59,        56,        24,        57
       -17,       -18,       -16,        -7,       -17
         4,         0,         3,         2,         4
        23,        20,        24,         9,        23
        26,        24,        25,        11,        26
       -15,       -12,       -14,        -6,       -15
       -33,       -31,       -33,       -14,       -33
        17,        16,        17,         7,        17
       -24,       -17,       -24,       -10,       -24
        35,        32,        35,        15,        35
        24,        28,        23,        10,        24
       -40,       -46,       -39,       -17,       -40
         5,        -4,         5,         2,         5
       -17,        -3,       -18,        -7,       -17
         2,         2,         3,         1,         2
       -15,       -17,       -15,        -6,       -15
        35,        25,        35,        14,        35
        -8,         0,        -9,        -3,        -8
        22,        26,        23,         9,        22
       -46,       -48,       -47,       -19,       -46
        21,        23,        22,         9,        21
         5,        -5,         4,         2,         5
       -25,       -21,       -24,       -11,       -25
       -11,        -3,       -11,        -4,       -11
        25,        22,        25,        10,        25
         4,         5,         3,         2,         4
        16,        15,        16,         7,        16
       -33,       -36,       -33,       -14,       -33
        -6,       -12,        -6,        -3,        -6
        63,        63,        63,        27,        63
       -40,       -38,       -39,       -17,       -40
       -15,       -13,       -15,        -6,       -15
        -8,        -8,        -8,        -4,        -8
        20,        22,        20,         9,        20
         9,         7,         9,         4,         9
         7,        13,         7,         2,         7
        -1,        -8,        -2,         0,        -1
        -6,        -4,        -5,        -2,        -6
        14,        14,        14,         5,        14
        -2,         2,        -3,         0,        -2
       -41,       -48,       -40,       -18,       -41
        -1,         1,        -2,         0,        -1
        86,        94,        87,        36,        86
       -45,       -52,       -45,       -19,       -45
       -41,       -39,       -41,       -17,       -41
        47,        43,        46,        20,        47
        -6,         5,        -6,        -3,        -6
         6,        -6,         7,         3,         6
       -60,       -51,       -60,       -26,       -60
        41,        26,        41,        18,        41
        34,        34,        34,        14,        34
       -29,       -16,       -30,       -12,       -29
        12,        12,        12,         5,        12
       -12,       -12,       -11,        -5,       -12
        21,        16,        20,         9,        21
       -27,       -23,       -26,       -12,       -27
       -38,       -38,       -38,       -16,       -38
        -5,        -6,        -6,        -2,        -5
        48,        49,        48,        20,        48
       -32,       -37,       -31,       -13,       -32
        19,        23,        19,         8,        19
        42,        40,        41,        18,        42
       -59,       -52,       -58,       -25,       -59
         4,         2,         4,         1,         4
        51,        48,        51,        22,        51
       -20,       -16,       -20,        -9,       -20
       -42,       -45,       -42,       -17,       -42
        -5,        -8,        -5,        -2,        -5
        37,        41,        36,        15,        37
       -17,       -17,       -17,        -7,       -17
         0,        -1,         1,         0,         0
        43,        40,        42,        18,        43
       -32,       -27,       -31,       -13,       -32
        17,        21,        17,         7,        17
        -3,       -17,        -4,        -1,        -3
        -9,        -3,        -9,        -4,        -9
       -25,       -29,       -24,       -11,       -25
       -37,       -28,       -38,       -15,       -37
        59,        50,        60,        25,        59
       -24,       -17,       -25,       -11,       -24
        35,        34,        36,        15,        35
       -26,       -30,       -26,       -11,       -26
        11,        15,        11,         5,        11
       -17,       -14,       -17,        -7,       -17
         9,        12,         9,         3,         9
       -36,       -39,       -36,       -15,       -36
        29,        25,        29,        13,        29
        12,        10,        12,         5,        12
       -42,       -35,       -43,       -18,       -42
        38,        31,        39,        16,        38
       -20,       -10,       -21,        -9,       -20
         8,         4,         8,         4,         8
       -25,       -29,       -24,       -11,       -25
        42,        43,        42,        18,        42
        -1,        -2,        -2,         0,        -1
       -72,       -68,       -71,       -31,       -72
        77,        77,        77,        33,        77
       -29,       -27,       -29,       -13,       -29
        32,        24,        32,        14,        32
       -20,       -18,       -20,        -8,       -20
        34,        34,        34,        14,        34
       -73,       -74,       -74,       -31,       -73
        41,        40,        42,        17,        41
       -11,        -4,       -11,        -4,       -11
        14,         9,        14,         6,        14
       -47,       -54,       -47,       -20,       -47
        38,        43,        38,        16,        38
       -15,       -12,       -16,        -7,       -15
        56,        48,        56,        24,        56
       -58,       -47,       -57,       -24,       -58
        10,         5,         9,         4,        10
        12,        14,        12,         5,        12
       -35,       -37,       -35,       -15,       -35
        39,        36,        39,        17,        39
       -44,       -37,       -43,       -19,       -44
        54,        46,        54,        23,        54
       -12,       -14,       -12,        -5,       -12
         6,        11,         6,         2,         6
       -14,       -18,       -15,        -6,       -14
         1,         4,         2,         1,         1
        40,        46,        40,        17,        40
       -61,       -68,       -61,       -26,       -61
        27,        34,        26,        11,        27
        38,        28,        39,        16,        38
       -11,       -11,       -12,        -4,       -11
       -35,       -32,       -35,       -15,       -35
       -23,       -21,       -22,       -10,       -23
        -4,        -9,        -4,        -1,        -4
        10,         7,         9,         4,        10
         3,        10,         4,         1,         3
        18,        16,        18,         8,        18
       -26,       -22,       -27,       -11,       -26
        12,        11,        13,         5,        12
       -16,       -14,       -16,        -7,       -16
        24,        21,        24,        10,        24
       -11,        -4,       -12,        -5,       -11
        -2,        -2,        -1,         0,        -2
         8,         5,         8,         3,         8
        -3,        -3,        -4,        -1,        -3
       -20,       -25,       -19,        -9,       -20
        26,        31,        26,        11,        26
       -21,       -13,       -21,        -9,       -21
        11,         0,        11,         5,        11
        21,        21,        21,         9,        21
       -28,       -25,       -28,       -12,       -28
        16,        22,        16,         7,        16
        -4,       -11,        -4,        -2,        -4
       -35,       -33,       -36,       -15,       -35
        60,        59,        60,        26,        60
       -24,       -21,       -23,       -10,       -24
         4,         4,         4,         1,         4
        14,        14,        13,         6,        14
         8,         6,         8,         4,         8
         0,         2,         1,         0,         0
       -24,       -33,       -25,       -11,       -24
         7,         7,         8,         3,         7
        11,        14,        11,         5,        11
       -22,       -28,       -22,        -9,       -22
        39,        47,        39,        16,        39
       -43,       -41,       -44,       -18,       -43
        26,        27,        27,        11,        26
        -8,        -8,        -8,        -3,        -8
        13,        11,        12,         5,        13
         1,         1,         2,         1,         1
       -42,       -43,       -43,       -18,       -42
        -5,        -5,        -4,        -2,        -5
        14,        18,        14,         6,        14
       -15,       -14,       -16,        -7,       -15
        22,        19,        22,        10,        22
        46,        39,        47,        19,        46
       -37,       -34,       -37,       -16,       -37
        -2,         3,        -3,         0,        -2
        44,        42,        45,        18,        44
       -35,       -36,       -35,       -15,       -35
        20,        13,        19,         9,        20
       -28,       -17,       -27,       -12,       -28
        -5,        -6,        -5,        -2,        -5
         9,         8,         8,         4,         9
         8,         8,         9,         3,         8
        -7,       -11,        -7,        -3,        -7
       -47,       -43,       -48,       -20,       -47
        44,        43,        44,        19,        44
        25,        21,        26,        10,        25
       -57,       -49,       -58,       -24,       -57
        63,        60,        63,        27,        63
       -34,       -41,       -33,       -14,       -34
        -1,         4,        -1,        -1,        -1
        62,        61,        61,        26,        62
       -31,       -34,       -31,       -13,       -31
        -5,        -6,        -5,        -2,        -5
       -20,       -20,       -19,        -8,       -20
        52,        58,        52,        22,        52
        -9,       -12,        -9,        -4,        -9
       -48,       -42,       -48,       -20,       -48
        23,        23,        23,         9,        23
         9,         6,         8,         4,         9
        -8,        -6,        -7,        -3,        -8
       -45,       -42,       -46,       -19,       -45
        49,        41,        50,        20,        49
       -31,       -28,       -31,       -13,       -31
         7,         2,         6,         3,         7
       -37,       -33,       -36,       -15,       -37
        40,        33,        40,        17,        40
       -10,         0,       -11,        -5,       -10
        15,         9,        16,         7,        15
        12,        11,        11,         5,        12
       -40,       -37,       -40,       -17,       -40
       -12,       -15,       -11,        -5,       -12
        44,        46,        44,        18,        44
        19,        12,        19,         8,        19
        13,        20,        13,         6,        13
       -12,       -18,       -13,        -5,       -12
        -4,        -3,        -3,        -2,        -4
         2,         8,         1,         1,         2
       -47,       -42,       -46,       -20,       -47
        58,        52,        58,        25,        58
        13,        11,        13,         5,        13
       -19,       -20,       -20,        -8,       -19
        -6,        -4,        -5,        -2,        -6
       -27,       -31,       -27,       -12,       -27
        24,        26,        24,        10,        24
        -3,        -5,        -3,        -1,        -3
       -31,       -31,       -32,       -13,       -31
        -7,        -4,        -6,        -3,        -7
         8,        10,         8,         3,         8
       -17,       -14,       -17,        -7,       -17
        45,        35,        45,        19,        45
        22,        28,        22,         9,        22
       -49,       -49,       -49,       -20,       -49
        10,        14,         9,         4,        10
       -14,       -18,       -13,        -6,       -14
        49,        45,        48,        21,        49
         4,        10,         5,         1,         4
       -14,       -18,       -14,        -5,       -14
         1,         4,         1,         0,         1
       -29,       -32,       -30,       -12,       -29
         9,        14,        10,         3,         9
       -39,       -36,       -39,       -16,       -39
        33,        34,        33,        14,        33
       -11,       -13,       -12,        -5,       -11
        -1,        -1,         0,         0,        -1
       -23,       -30,       -24,       -10,       -23
        60,        60,        61,        26,        60
       -33,       -36,       -34,       -14,       -33
       -48,       -41,       -48,       -21,       -48
        48,        50,        49,        21,        48
        29,        28,        29,        12,        29
         0,        -2,         0,         0,         0
        -4,        -1,        -4,        -2,        -4
         3,        -8,         2,         1,         3
       -58,       -47,       -58,       -24,       -58
        62,        59,        63,        26,        62
       -44,       -43,       -44,       -19,       -44
        37,        38,        37,        16,        37
       -34,       -38,       -35,       -14,       -34
         4,         6,         5,         1,         4
        19,        25,        19,         8,        19
        -1,        -3,        -2,         0,        -1
       -27,       -26,       -26,       -11,       -27
        23,        20,        23,         9,        23
        10,        14,        10,         5,        10
       -49,       -54,       -50,       -21,       -49
        41,        43,        42,        17,        41
       -35,       -39,       -36,       -15,       -35
        35,        30,        36,        15,        35
        13,        20,        13,         6,        13
       -58,       -55,       -58,       -25,       -58
        41,        41,        40,        18,        41
         4,        -4,         5,         1,         4
       -11,        -6,       -11,        -4,       -11
       -17,       -24,       -18,        -8,       -17
        13,        21,        13,         6,        13
        13,         2,        13,         5,        13
         3,        13,         4,         2,         3
        -3,        -6,        -3,        -2,        -3
       -36,       -26,       -36,       -15,       -36
        53,        51,        53,        23,        53
       -41,       -43,       -41,       -18,       -41
        20,        24,        20,         9,        20
       -13,       -15,       -13,        -6,       -13
         3,         3,         3,         1,         3
         6,         4,         5,         3,         6
         4,        -4,         4,         2,         4
        -3,        -2,        -3,        -2,        -3
         9,        12,        10,         4,         9
        -8,        -9,        -9,        -3,        -8
        -3,       -10,        -2,        -1,        -3
       -37,       -32,       -37,       -16,       -37
         4,        10,         4,         2,         4
        -6,        -6,        -7,        -3,        -6
        -2,       -10,        -2,        -1,        -2
        40,        45,        41,        17,        40
        -4,        -1,        -4,        -2,        -4
       -14,       -13,       -15,        -5,       -14
       -16,       -14,       -15,        -7,       -16
        19,        20,        18,         8,        19
        -7,       -10,        -7,        -3,        -7
        81,        74,        81,        34,        81
       -55,       -49,       -54,       -23,       -55
         2,        -3,         1,         1,         2
        22,        27,        22,         9,        22
         3,        -9,         4,         1,         3
        10,        10,        10,         4,        10
       -56,       -44,       -56,       -23,       -56
        19,        25,        18,         8,        19
        -1,        -9,        -1,        -1,        -1
       -43,       -43,       -42,       -18,       -43
        62,        62,        62,        26,        62
       -31,       -27,       -31,       -13,       -31
         8,         6,         8,         4,         8
        30,        28,        29,        12,        30
       -24,       -18,       -23,       -10,       -24
         8,         5,         7,         4,         8
        -5,        -9,        -5,        -2,        -5
        -2,        -3,        -1,        -1,        -2
        -3,        -2,        -3,        -2,        -3
         1,         6,         1,         1,         1
         5,         1,         4,         2,         5
       -34,       -32,       -33,       -14,       -34
        40,        32,        40,        16,        40
        11,        14,        10,         5,        11
       -21,       -16,       -20,        -9,       -21
       -31,       -30,       -32,       -13,       -31
        13,        14,        14,         6,        13
        14,         9,        14,         6,        14
        38,        34,        38,        16,        38
       -21,       -14,       -21,        -9,       -21
       -43,       -43,       -43,       -18,       -43
        20,        13,        19,         8,        20
        18,        20,        18,         8,        18
       -20,       -12,       -19,        -9,       -20
        -9,       -10,        -9,        -4,        -9
       -12,       -23,       -12,        -5,       -12
        56,        62,        56,        24,        56
         4,         3,         4,         2,         4
       -20,       -15,       -21,        -9,       -20
         9,         9,         9,         4,         9
         7,        -2,         7,         3,         7
         0,         8,         1,         0,         0
       -55,       -55,       -55,       -23,       -55
         3,         4,         2,         1,         3
        17,        16,        17,         7,        17
        31,        22,        32,        13,        31
       -37,       -33,       -38,       -15,       -37
        51,        54,        51,        21,        51
       -44,       -44,       -43,       -18,       -44
        -5,        -7,        -6,        -3,        -5
        -5,        -4,        -5,        -2,        -5
        -5,         1,        -4,        -2,        -5
        -4,       -12,        -5,        -1,        -4
        46,        48,        47,        19,        46
       -19,       -16,       -19,        -8,       -19
        -3,        -2,        -4,        -1,        -3
        -4,        -5,        -4,        -2,        -4
        19,        13,        20,         8,        19
       -39,       -29,       -39,       -16,       -39
         9,         3,         9,         3,         9
       -12,       -10,       -12,        -5,       -12
         7,         7,         6,         3,         7
         8,         3,         8,         4,         8
         9,        18,         9,         3,         9
        -1,        -2,        -1,         0,        -1
        32,        27,        32,        14,        32
       -11,       -11,       -11,        -5,       -11
       -13,       -10,       -13,        -6,       -13
        24,        19,        25,        11,        24
       -15,       -10,       -15,        -7,       -15
        43,        43,        43,        18,        43
       -65,       -67,       -65,       -27,       -65
        29,        26,        29,        12,        29
       -24,       -22,       -24,       -10,       -24
        19,        23,        18,         8,        19
       -10,       -21,        -9,        -4,       -10
       -13,        -9,       -13,        -6,       -13
        21,        21,        20,         9,        21
       -17,       -10,       -17,        -7,       -17
         1,         5,         2,         0,         1
        30,        19,        30,        13,        30
       -40,       -36,       -40,       -17,       -40
        22,        15,        22,        10,        22
       -29,       -24,       -29,       -13,       -29
        32,        32,        31,        14,        32
        28,        23,        29,        12,        28
        -3,         5,        -3,        -2,        -3
       -25,       -26,       -25,       -10,       -25
       -29,       -28,       -30,       -12,       -29
        22,        20,        22,         9,        22
        19,        22,        19,         8,        19
       -46,       -50,       -45,       -20,       -46
        19,        25,        19,         8,        19
         1,        -6,         1,         1,         1
         0,         7,        -1,         0,         0
       -22,       -40,       -21,        -9,       -22
        48,        55,        48,        20,        48
       -10,        -2,       -10,        -4,       -10
        -7,       -13,        -8,        -3,        -7
       -10,        -2,        -9,        -5,       -10
        33,        30,        32,        14,        33
       -32,       -30,       -32,       -13,       -32
        11,        13,        12,         5,        11
         0,        -2,        -1,         0,         0
       -28,       -39,       -28,       -12,       -28
        42,        48,        42,        17,        42
       -26,       -21,       -26,       -11,       -26
         6,        -6,         7,         3,         6
         6,        15,         6,         3,         6
       -51,       -54,       -52,       -22,       -51
        31,        26,        31,        13,        31
        31,        43,        32,        13,        31
       -26,       -31,       -27,       -11,       -26
        29,        33,        30,        12,        29
       -50,       -51,       -50,       -21,       -50
        49,        49,        49,        21,        49
       -10,       -12,       -11,        -4,       -10
         4,         4,         4,         1,         4
       -26,       -29,       -25,       -11,       -26
         3,        12,         3,         2,         3
        12,         3,        11,         5,        12
       -14,       -13,       -13,        -6,       -14
        12,        16,        11,         5,        12
         3,        -2,         3,         1,         3
         6,        15,         7,         3,         6
        19,        13,        18,         8,        19
       -50,       -53,       -49,       -21,       -50
        65,        58,        64,        27,        65
       -17,       -11,       -16,        -7,       -17
        10,         9,        10,         4,        10
       -28,       -25,       -28,       -12,       -28
       -21,       -14,       -22,        -9,       -21
        17,        11,        18,         8,        17
         6,         1,         6,         2,         6
       -13,       -12,       -13,        -5,       -13
       -18,       -11,       -19,        -8,       -18
        39,        33,        40,        17,        39
       -14,       -11,       -14,        -6,       -14
       -29,       -27,       -29,       -13,       -29
        61,        56,        61,        26,        61
       -46,       -45,       -47,       -19,       -46
        34,        38,        35,        14,        34
        -4,       -16,        -5,        -2,        -4
       -55,       -44,       -55,       -23,       -55
        30,        38,        31,        13,        30
         9,        -1,         9,         4,         9
       -16,       -21,       -16,        -7,       -16
        23,        23,        23,        10,        23
       -60,       -54,       -61,       -26,       -60
       -16,        -9,       -16,        -7,       -16
        76,        69,        77,        33,        76
         8,         6,         7,         3,         8
        -4,        -9,        -3,        -2,        -4
       -25,       -21,       -26,       -10,       -25
        28,        23,        28,        12,        28
       -53,       -46,       -53,       -23,       -53
         5,         4,         5,         2,         5
        12,        17,        13,         5,        12
         8,         5,         7,         4,         8
        19,        19,        20,         8,        19
       -40,       -34,       -40,       -17,       -40
        78,        76,        78,        33,        78
       -26,       -27,       -26,       -11,       -26
        17,        17,        17,         7,        17
       -39,       -40,       -40,       -16,       -39
         4,         3,         5,         1,         4
         8,         6,         7,         4,         8
        -9,        -5,        -9,        -4,        -9
        16,        19,        17,         7,        16
        14,        13,        14,         6,        14
         8,         3,         8,         3,         8
       -29,       -29,       -29,       -12,       -29
        45,        43,        45,        19,        45
       -26,       -29,       -27,       -11,       -26
       -14,        -9,       -13,        -6,       -14
       -10,        -8,       -10,        -4,       -10
       -20,       -31,       -21,        -9,       -20
         3,        13,         3,         1,         3
        44,        43,        45,        19,        44
         3,         3,         2,         1,         3
       -42,       -45,       -42,       -18,       -42
         2,         8,         3,         1,         2
       -18,       -15,       -18,        -7,       -18
       -20,       -22,       -20,        -9,       -20
        30,        29,        30,        13,        30
        -5,        -5,        -6,        -2,        -5
        -3,        -3,        -2,        -1,        -3
         8,         6,         8,         3,         8
         3,         5,         3,         1,         3
        13,        11,        13,         6,        13
         4,         6,         3,         1,         4
        11,         7,        12,         5,        11
       -44,       -46,       -45,       -19,       -44
        41,        48,        41,        18,        41
         5,         1,         5,         2,         5
        32,        34,        32,        13,        32
       -18,       -17,       -17,        -7,       -18
       -24,       -18,       -24,       -10,       -24
        -8,       -17,        -8,        -4,        -8
        -8,        -7,        -9,        -3,        -8
        17,        18,        18,         7,        17
        23,        25,        22,        10,        23
       -31,       -26,       -31,       -13,       -31
       -33,       -38,       -32,       -14,       -33
        18,        22,        18,         7,        18
        28,        24,        27,        12,        28
        -1,        -9,         0,         0,        -1
       -16,       -10,       -16,        -7,       -16
        -2,        -4,        -2,        -1,        -2
        22,        31,        22,         9,        22
       -28,       -28,       -28,       -11,       -28
        -8,       -13,        -9,        -4,        -8
         7,         0,         8,         3,         7
        -5,        -4,        -5,        -2,        -5
       -24,       -25,       -24,       -10,       -24
        46,        43,        46,        19,        46
       -58,       -47,       -58,       -24,       -58
        26,        19,        26,        11,        26
       -15,       -12,       -15,        -7,       -15
       -10,       -11,       -10,        -4,       -10
        13,        19,        13,         6,        13
         8,         5,         8,         3,         8
        -5,       -10,        -6,        -2,        -5
        10,        10,        11,         4,        10
       -26,       -21,       -26,       -11,       -26
        19,        16,        19,         8,        19
        18,        19,        17,         8,        18
       -27,       -28,       -26,       -12,       -27
        50,        49,        50,        22,        50
       -54,       -50,       -55,       -23,       -54
        32,        26,        33,        13,        32
       -11,       -10,       -12,        -4,       -11
         6,         7,         7,         2,         6
         8,         6,         7,         4,         8
         0,         1,         1,         0,         0
       -13,        -6,       -14,        -6,       -13
         6,        -2,         6,         3,         6
        15,        24,        16,         6,        15
